address,city,state,zip,price,sqft,bedrooms,bathrooms,days_on_zillow,sale_type,url
5624 Mill Peak Rd,San Diego,CA,92120,894000,2738.0,4.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/5624-Mill-Peak-Rd-San-Diego-CA-92120/16987826_zpid/
5652 Del Cerro Blvd,San Diego,CA,92120,759000,1910.0,3.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/5652-Del-Cerro-Blvd-San-Diego-CA-92120/16987785_zpid/
5513 Adobe Falls Rd UNIT 12,San Diego,CA,92120,299000,1116.0,3.0,2.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/5513-Adobe-Falls-Rd-UNIT-12-San-Diego-CA-92120/16988354_zpid/
6765 Alvarado Rd UNIT 12,San Diego,CA,92120,299000,1139.0,2.0,2.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/6765-Alvarado-Rd-UNIT-12-San-Diego-CA-92120/16989826_zpid/
5673 Marne Ave,San Diego,CA,92120,699000,2286.0,5.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/5673-Marne-Ave-San-Diego-CA-92120/16988711_zpid/
6775 Alvarado Rd UNIT 9,San Diego,CA,92120,276000,1139.0,2.0,2.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/6775-Alvarado-Rd-UNIT-9-San-Diego-CA-92120/16989828_zpid/
6110 Caminito Sacate,San Diego,CA,92120,649000,2009.0,3.0,6.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/6110-Caminito-Sacate-San-Diego-CA-92120/17195609_zpid/
5567 Barclay Ave,San Diego,CA,92120,688000,1650.0,3.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/5567-Barclay-Ave-San-Diego-CA-92120/17193843_zpid/
6104 Caminito Pan,San Diego,CA,92120,949000,2640.0,3.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/6104-Caminito-Pan-San-Diego-CA-92120/17195647_zpid/
6176 Caminito Pan,San Diego,CA,92120,1050000,3362.0,3.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/6176-Caminito-Pan-San-Diego-CA-92120/17195644_zpid/
7552 Milky Way Pt,San Diego,CA,92120,815000,2488.0,4.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/7552-Milky-Way-Pt-San-Diego-CA-92120/16981004_zpid/
6799 Alvarado Rd UNIT 4,San Diego,CA,92120,285000,1120.0,2.0,2.0,NA,Townhouse For Sale,http://www.zillow.com/homes/for_sale//homedetails/6799-Alvarado-Rd-UNIT-4-San-Diego-CA-92120/16989771_zpid/
4810 Old Cliffs Rd,San Diego,CA,92120,79900,1040.0,2.0,2.0,NA,Home For Sale,http://www.zillow.com/homes/for_sale//homedetails/4810-Old-Cliffs-Rd-San-Diego-CA-92120/82925380_zpid/
5153 Zion Ave,San Diego,CA,92120,569900,1229.0,3.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/5153-Zion-Ave-San-Diego-CA-92120/16985999_zpid/
6851 Alvarado Rd UNIT 7,San Diego,CA,92120,295000,1139.0,2.0,2.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/6851-Alvarado-Rd-UNIT-7-San-Diego-CA-92120/16989923_zpid/
4832 Old Cliffs Rd,San Diego,CA,92120,100000,1008.0,2.0,2.0,NA,Home For Sale,http://www.zillow.com/homes/for_sale//homedetails/4832-Old-Cliffs-Rd-San-Diego-CA-92120/82943635_zpid/
5620 Adobe Falls Pl,San Diego,CA,92120,699900,1600.0,3.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/5620-Adobe-Falls-Pl-San-Diego-CA-92120/16987856_zpid/
6567 Seaman St,San Diego,CA,92120,598000,1965.0,3.0,2.0,NA,Foreclosed,http://www.zillow.com/homes/for_sale//homedetails/6567-Seaman-St-San-Diego-CA-92120/16985763_zpid/
8250 Hillandale Dr,San Diego,CA,92120,638900,1431.0,3.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/8250-Hillandale-Dr-San-Diego-CA-92120/16981252_zpid/
5683 Adobe Falls Rd UNIT B,San Diego,CA,92120,485000,1763.0,2.0,3.0,NA,Townhouse For Sale,http://www.zillow.com/homes/for_sale//homedetails/5683-Adobe-Falls-Rd-UNIT-B-San-Diego-CA-92120/16987706_zpid/
6550 Dwane Ave,San Diego,CA,92120,900000,3236.0,4.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/6550-Dwane-Ave-San-Diego-CA-92120/16989423_zpid/
7780 Margerum Ave APT 230,San Diego,CA,92120,289900,990.0,2.0,2.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/7780-Margerum-Ave-APT-230-San-Diego-CA-92120/16980687_zpid/
6902 Mission Gorge Rd APT 14,San Diego,CA,92120,209000,609.0,1.0,1.0,NA,Coming Soon,http://www.zillow.com/homes/for_sale//homedetails/6902-Mission-Gorge-Rd-APT-14-San-Diego-CA-92120/16984916_zpid/
5657 Barclay Ave,San Diego,CA,92120,649000,1806.0,4.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/5657-Barclay-Ave-San-Diego-CA-92120/17193943_zpid/
6176 Caminito Sacate,San Diego,CA,92120,695000,2009.0,3.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/6176-Caminito-Sacate-San-Diego-CA-92120/17195620_zpid/
6911 Alvarado Rd UNIT 13,San Diego,CA,92120,300000,976.0,3.0,2.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/6911-Alvarado-Rd-UNIT-13-San-Diego-CA-92120/66110873_zpid/
6955 Alvarado Rd UNIT 78,San Diego,CA,92120,269000,879.0,2.0,2.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/6955-Alvarado-Rd-UNIT-78-San-Diego-CA-92120/64913761_zpid/
5652 Laramie Way,San Diego,CA,92120,637500,1828.0,4.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/5652-Laramie-Way-San-Diego-CA-92120/16978977_zpid/
7720 Margerum Ave APT 137,San Diego,CA,92120,339000,1080.0,2.0,1.5,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/7720-Margerum-Ave-APT-137-San-Diego-CA-92120/52517734_zpid/
6775 Alvarado Rd UNIT 11,San Diego,CA,92120,300000,1139.0,2.0,2.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/6775-Alvarado-Rd-UNIT-11-San-Diego-CA-92120/16989830_zpid/
6631 Archwood Ave,San Diego,CA,92120,639000,2004.0,4.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/6631-Archwood-Ave-San-Diego-CA-92120/16985417_zpid/
7237 Wembley St,San Diego,CA,92120,748000,2656.0,6.0,4.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/7237-Wembley-St-San-Diego-CA-92120/17194442_zpid/
Gala Ave,San Diego,CA,92120,NA,1097.0,3.0,1.5,NA,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/215268609_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Del Cerro Blvd,San Diego,CA,92120,NA,2232.0,3.0,2.0,NA,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/211009496_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Alvarado Rd UNIT 24,San Diego,CA,92120,NA,1139.0,2.0,2.0,NA,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/148493124_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Laurelridge Rd,San Diego,CA,92120,NA,1890.0,4.0,2.0,NA,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/148493001_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Hodson St,San Diego,CA,92120,NA,1250.0,3.0,2.0,NA,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/148493308_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Del Cerro Blvd,San Diego,CA,92120,NA,2232.0,3.0,2.0,NA,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/211009496_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Capri Dr,San Diego,CA,92120,NA,1985.0,3.0,2.5,NA,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/148493027_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Gala Ave,San Diego,CA,92120,NA,1097.0,3.0,1.5,NA,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/215268609_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
5861 Oceanview Ridge Ln,San Diego,CA,92121,969000,2765.0,5.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/5861-Oceanview-Ridge-Ln-San-Diego-CA-92121/16791518_zpid/
11146 Whispering Heights Ln,San Diego,CA,92121,1149000,2527.0,4.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/11146-Whispering-Heights-Ln-San-Diego-CA-92121/16791746_zpid/
11037 Sunny Mesa Rd,San Diego,CA,92121,1100000,3150.0,5.0,3.0,NA,Make Me Move®,http://www.zillow.com/homes/for_sale//homedetails/11037-Sunny-Mesa-Rd-San-Diego-CA-92121/16791854_zpid/
Caminito Del Diamante # 94,San Diego,CA,92121,NA,1113.0,3.0,1.5,NA,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/242116054_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Whispering Heights Ln,San Diego,CA,92121,NA,2527.0,4.0,3.0,NA,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/145743224_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
7455 Charmant Dr UNIT 1804,San Diego,CA,92122,350000,796.0,2.0,1.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/7455-Charmant-Dr-UNIT-1804-San-Diego-CA-92122/65238684_zpid/
4065 Porte La Paz UNIT 164,San Diego,CA,92122,399900,806.0,2.0,2.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/4065-Porte-La-Paz-UNIT-164-San-Diego-CA-92122/16842721_zpid/
7405 Charmant Dr APT 2217,San Diego,CA,92122,480000,1037.0,2.0,2.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/7405-Charmant-Dr-APT-2217-San-Diego-CA-92122/65238797_zpid/
2704 Nansen Ave,San Diego,CA,92122,875000,1779.0,3.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/2704-Nansen-Ave-San-Diego-CA-92122/17190984_zpid/
3550 Lebon Dr UNIT 6302,San Diego,CA,92122,549900,1108.0,2.0,2.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/3550-Lebon-Dr-UNIT-6302-San-Diego-CA-92122/65238460_zpid/
7249 Calabria Ct UNIT 57,San Diego,CA,92122,569000,1029.0,2.0,2.0,NA,Coming Soon,http://www.zillow.com/homes/for_sale//homedetails/7249-Calabria-Ct-UNIT-57-San-Diego-CA-92122/16838066_zpid/
4055 Crystal Dawn Ln UNIT 101,San Diego,CA,92122,369900,886.0,1.0,1.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/4055-Crystal-Dawn-Ln-UNIT-101-San-Diego-CA-92122/16837154_zpid/
7125 Enders Ave,San Diego,CA,92122,1200000,3212.0,6.0,4.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/7125-Enders-Ave-San-Diego-CA-92122/16845092_zpid/
3440 Lebon Dr APT 4118,San Diego,CA,92122,499900,956.0,2.0,2.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/3440-Lebon-Dr-APT-4118-San-Diego-CA-92122/65238264_zpid/
3520 Lebon Dr UNIT 5228,San Diego,CA,92122,499000,956.0,2.0,2.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/3520-Lebon-Dr-UNIT-5228-San-Diego-CA-92122/65238365_zpid/
4383 Nobel Dr UNIT 89,San Diego,CA,92122,699900,1908.0,3.0,3.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/4383-Nobel-Dr-UNIT-89-San-Diego-CA-92122/16837552_zpid/
7160 Shoreline Dr UNIT 4102,San Diego,CA,92122,320000,597.0,1.0,1.0,NA,For Sale by Owner,http://www.zillow.com/homes/for_sale//homedetails/7160-Shoreline-Dr-UNIT-4102-San-Diego-CA-92122/66657411_zpid/
4450 Via Sepulveda UNIT 3,San Diego,CA,92122,715000,1631.0,2.0,3.0,NA,Coming Soon,http://www.zillow.com/homes/for_sale//homedetails/4450-Via-Sepulveda-UNIT-3-San-Diego-CA-92122/16837413_zpid/
7171 Rock Valley Ct,San Diego,CA,92122,929000,2095.0,3.0,3.0,NA,Coming Soon,http://www.zillow.com/homes/for_sale//homedetails/7171-Rock-Valley-Ct-San-Diego-CA-92122/16845772_zpid/
6099 Scripps St,San Diego,CA,92122,750000,1554.0,3.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/6099-Scripps-St-San-Diego-CA-92122/17191269_zpid/
2655 Curie Pl,San Diego,CA,92122,1225000,2840.0,5.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/2655-Curie-Pl-San-Diego-CA-92122/17191871_zpid/
7565 Charmant Dr APT 418,San Diego,CA,92122,460000,1037.0,2.0,2.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/7565-Charmant-Dr-APT-418-San-Diego-CA-92122/67403048_zpid/
7150 Shoreline Dr UNIT 3202,San Diego,CA,92122,425500,848.0,2.0,2.0,NA,For Sale by Owner,http://www.zillow.com/homes/for_sale//homedetails/7150-Shoreline-Dr-UNIT-3202-San-Diego-CA-92122/66658448_zpid/
3939 Nobel Dr UNIT 155,San Diego,CA,92122,299000,420.0,0,1.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/3939-Nobel-Dr-UNIT-155-San-Diego-CA-92122/63658611_zpid/
4030 Calgary Ave,San Diego,CA,92122,829000,1672.0,3.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/4030-Calgary-Ave-San-Diego-CA-92122/16845180_zpid/
7425 Charmant Dr APT 2705,San Diego,CA,92122,329000,704.0,1.0,1.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/7425-Charmant-Dr-APT-2705-San-Diego-CA-92122/65238903_zpid/
7937 Camino Kiosco,San Diego,CA,92122,428000,882.0,2.0,1.0,NA,Townhouse For Sale,http://www.zillow.com/homes/for_sale//homedetails/7937-Camino-Kiosco-San-Diego-CA-92122/16845889_zpid/
6330 Genesee Ave UNIT 319,San Diego,CA,92122,235000,578.0,1.0,1.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/6330-Genesee-Ave-UNIT-319-San-Diego-CA-92122/16843618_zpid/
6974 Dennison St,San Diego,CA,92122,949000,1794.0,4.0,2.0,NA,Coming Soon,http://www.zillow.com/homes/for_sale//homedetails/6974-Dennison-St-San-Diego-CA-92122/16844410_zpid/
4169 Caminito Terviso,San Diego,CA,92122,925000,1800.0,3.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/4169-Caminito-Terviso-San-Diego-CA-92122/16842485_zpid/
7405 Charmant Dr APT 2222,San Diego,CA,92122,349000,704.0,1.0,1.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/7405-Charmant-Dr-APT-2222-San-Diego-CA-92122/65238802_zpid/
3440 Lebon Dr APT 4107,San Diego,CA,92122,499000,956.0,2.0,2.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/3440-Lebon-Dr-APT-4107-San-Diego-CA-92122/65238253_zpid/
7078 Whipple Ave,San Diego,CA,92122,769000,1204.0,3.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/7078-Whipple-Ave-San-Diego-CA-92122/16844238_zpid/
8132 Via Kino UNIT 3,San Diego,CA,92122,700000,1631.0,2.0,3.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/8132-Via-Kino-UNIT-3-San-Diego-CA-92122/16837408_zpid/
6350 Genesee Ave UNIT 320,San Diego,CA,92122,234800,578.0,1.0,1.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/6350-Genesee-Ave-UNIT-320-San-Diego-CA-92122/16843553_zpid/
5726 Ferber St,San Diego,CA,92122,549000,1216.0,2.0,2.0,NA,Townhouse For Sale,http://www.zillow.com/homes/for_sale//homedetails/5726-Ferber-St-San-Diego-CA-92122/16843403_zpid/
8026 Camino Huerta,San Diego,CA,92122,407000,1080.0,3.0,1.5,NA,Auction,http://www.zillow.com/homes/for_sale//homedetails/8026-Camino-Huerta-San-Diego-CA-92122/16846013_zpid/
3929 Nobel Dr UNIT 96,San Diego,CA,92122,495000,1080.0,2.0,2.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/3929-Nobel-Dr-UNIT-96-San-Diego-CA-92122/63658632_zpid/
5834 Honors Dr,San Diego,CA,92122,775000,1300.0,3.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/5834-Honors-Dr-San-Diego-CA-92122/17191113_zpid/
3550 Lebon Dr UNIT 6409,San Diego,CA,92122,499900,1108.0,2.0,2.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/3550-Lebon-Dr-UNIT-6409-San-Diego-CA-92122/65238497_zpid/
6210 Agee St UNIT 244,San Diego,CA,92122,399000,956.0,2.0,2.0,NA,Townhouse For Sale,http://www.zillow.com/homes/for_sale//homedetails/6210-Agee-St-UNIT-244-San-Diego-CA-92122/16843649_zpid/
3987 Nobel Dr UNIT 347,San Diego,CA,92122,320000,554.0,1.0,1.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/3987-Nobel-Dr-UNIT-347-San-Diego-CA-92122/63658842_zpid/
7160 Shoreline Dr UNIT 4112,San Diego,CA,92122,429900,848.0,2.0,2.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/7160-Shoreline-Dr-UNIT-4112-San-Diego-CA-92122/66657409_zpid/
7028 Lipmann St,San Diego,CA,92122,739000,1550.0,3.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/7028-Lipmann-St-San-Diego-CA-92122/16845648_zpid/
3440 Lebon Dr APT 4112,San Diego,CA,92122,322000,535.0,1.0,1.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/3440-Lebon-Dr-APT-4112-San-Diego-CA-92122/65238258_zpid/
7425 Charmant Dr APT 2612,San Diego,CA,92122,375000,704.0,1.0,1.0,NA,For Sale by Owner,http://www.zillow.com/homes/for_sale//homedetails/7425-Charmant-Dr-APT-2612-San-Diego-CA-92122/65238896_zpid/
6207 Radcliffe Dr,San Diego,CA,92122,889000,1610.0,3.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/6207-Radcliffe-Dr-San-Diego-CA-92122/16847306_zpid/
3571 Syracuse Ave,San Diego,CA,92122,949000,2926.0,4.0,4.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/3571-Syracuse-Ave-San-Diego-CA-92122/16847329_zpid/
7125 Caminito Pantoja,San Diego,CA,92122,864900,1630.0,3.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/7125-Caminito-Pantoja-San-Diego-CA-92122/16843086_zpid/
6204 Agee St UNIT 133,San Diego,CA,92122,324900,692.0,1.0,1.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/6204-Agee-St-UNIT-133-San-Diego-CA-92122/16843743_zpid/
3957 Nobel Dr UNIT 211,San Diego,CA,92122,355000,554.0,1.0,1.0,NA,For Sale by Owner,http://www.zillow.com/homes/for_sale//homedetails/3957-Nobel-Dr-UNIT-211-San-Diego-CA-92122/63658731_zpid/
6039 Agee St,San Diego,CA,92122,849000,1920.0,4.0,2.5,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/6039-Agee-St-San-Diego-CA-92122/16844548_zpid/
2755 Soderblom Ave,San Diego,CA,92122,1300000,2332.0,4.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/2755-Soderblom-Ave-San-Diego-CA-92122/17191062_zpid/
5095 Via Papel,San Diego,CA,92122,889000,2145.0,4.0,2.5,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/5095-Via-Papel-San-Diego-CA-92122/16847145_zpid/
6429 Panel Ct,San Diego,CA,92122,899000,2150.0,3.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/6429-Panel-Ct-San-Diego-CA-92122/16845265_zpid/
7405 Charmant Dr APT 2222,San Diego,CA,92122,349000,704.0,1.0,1.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/7405-Charmant-Dr-APT-2222-San-Diego-CA-92122/65238802_zpid/
3440 Lebon Dr APT 4107,San Diego,CA,92122,499000,956.0,2.0,2.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/3440-Lebon-Dr-APT-4107-San-Diego-CA-92122/65238253_zpid/
7078 Whipple Ave,San Diego,CA,92122,769000,1204.0,3.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/7078-Whipple-Ave-San-Diego-CA-92122/16844238_zpid/
8132 Via Kino UNIT 3,San Diego,CA,92122,700000,1631.0,2.0,3.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/8132-Via-Kino-UNIT-3-San-Diego-CA-92122/16837408_zpid/
6350 Genesee Ave UNIT 320,San Diego,CA,92122,234800,578.0,1.0,1.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/6350-Genesee-Ave-UNIT-320-San-Diego-CA-92122/16843553_zpid/
5726 Ferber St,San Diego,CA,92122,549000,1216.0,2.0,2.0,NA,Townhouse For Sale,http://www.zillow.com/homes/for_sale//homedetails/5726-Ferber-St-San-Diego-CA-92122/16843403_zpid/
8026 Camino Huerta,San Diego,CA,92122,407000,1080.0,3.0,1.5,NA,Auction,http://www.zillow.com/homes/for_sale//homedetails/8026-Camino-Huerta-San-Diego-CA-92122/16846013_zpid/
3929 Nobel Dr UNIT 96,San Diego,CA,92122,495000,1080.0,2.0,2.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/3929-Nobel-Dr-UNIT-96-San-Diego-CA-92122/63658632_zpid/
5834 Honors Dr,San Diego,CA,92122,775000,1300.0,3.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/5834-Honors-Dr-San-Diego-CA-92122/17191113_zpid/
3550 Lebon Dr UNIT 6409,San Diego,CA,92122,499900,1108.0,2.0,2.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/3550-Lebon-Dr-UNIT-6409-San-Diego-CA-92122/65238497_zpid/
6210 Agee St UNIT 244,San Diego,CA,92122,399000,956.0,2.0,2.0,NA,Townhouse For Sale,http://www.zillow.com/homes/for_sale//homedetails/6210-Agee-St-UNIT-244-San-Diego-CA-92122/16843649_zpid/
3987 Nobel Dr UNIT 347,San Diego,CA,92122,320000,554.0,1.0,1.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/3987-Nobel-Dr-UNIT-347-San-Diego-CA-92122/63658842_zpid/
7160 Shoreline Dr UNIT 4112,San Diego,CA,92122,429900,848.0,2.0,2.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/7160-Shoreline-Dr-UNIT-4112-San-Diego-CA-92122/66657409_zpid/
7028 Lipmann St,San Diego,CA,92122,739000,1550.0,3.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/7028-Lipmann-St-San-Diego-CA-92122/16845648_zpid/
3440 Lebon Dr APT 4112,San Diego,CA,92122,322000,535.0,1.0,1.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/3440-Lebon-Dr-APT-4112-San-Diego-CA-92122/65238258_zpid/
7425 Charmant Dr APT 2612,San Diego,CA,92122,375000,704.0,1.0,1.0,NA,For Sale by Owner,http://www.zillow.com/homes/for_sale//homedetails/7425-Charmant-Dr-APT-2612-San-Diego-CA-92122/65238896_zpid/
6207 Radcliffe Dr,San Diego,CA,92122,889000,1610.0,3.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/6207-Radcliffe-Dr-San-Diego-CA-92122/16847306_zpid/
3571 Syracuse Ave,San Diego,CA,92122,949000,2926.0,4.0,4.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/3571-Syracuse-Ave-San-Diego-CA-92122/16847329_zpid/
7125 Caminito Pantoja,San Diego,CA,92122,864900,1630.0,3.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/7125-Caminito-Pantoja-San-Diego-CA-92122/16843086_zpid/
6204 Agee St UNIT 133,San Diego,CA,92122,324900,692.0,1.0,1.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/6204-Agee-St-UNIT-133-San-Diego-CA-92122/16843743_zpid/
3957 Nobel Dr UNIT 211,San Diego,CA,92122,355000,554.0,1.0,1.0,NA,For Sale by Owner,http://www.zillow.com/homes/for_sale//homedetails/3957-Nobel-Dr-UNIT-211-San-Diego-CA-92122/63658731_zpid/
6039 Agee St,San Diego,CA,92122,849000,1920.0,4.0,2.5,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/6039-Agee-St-San-Diego-CA-92122/16844548_zpid/
2755 Soderblom Ave,San Diego,CA,92122,1300000,2332.0,4.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/2755-Soderblom-Ave-San-Diego-CA-92122/17191062_zpid/
5095 Via Papel,San Diego,CA,92122,889000,2145.0,4.0,2.5,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/5095-Via-Papel-San-Diego-CA-92122/16847145_zpid/
6429 Panel Ct,San Diego,CA,92122,899000,2150.0,3.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/6429-Panel-Ct-San-Diego-CA-92122/16845265_zpid/
100 Rebecca Way,Lemon Grove,CA,91945,449000,1507.0,3.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/2100-Rebecca-Way-Lemon-Grove-CA-91945/80620236_zpid/
2130 Eldora St,Lemon Grove,CA,91945,429000,1532.0,3.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/2130-Eldora-St-Lemon-Grove-CA-91945/17113419_zpid/
1400 El Prado Ave,Lemon Grove,CA,91945,460000,1225.0,3.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1400-El-Prado-Ave-Lemon-Grove-CA-91945/17112696_zpid/
1964 Siegle Dr,Lemon Grove,CA,91945,439000,1250.0,3.0,2.0,NA,Coming Soon,http://www.zillow.com/homes/for_sale//homedetails/1964-Siegle-Dr-Lemon-Grove-CA-91945/17115031_zpid/
